A_Index;Aussenqualitaet;Aussenzustand;Baujahr;Besonderheiten;Garagen;Garagenbaujahr;Grundstueck_qm;Heizungszustand;Kamine;Kaminqualitaet;Keller;Kuechenzustand;Lage;Qualitaet;Renovierungsjahr;Steuerzuordnung;Verkaufsjahr;Wohnflaeche_qm;Zustand;Zz_Verkaufspreis
1159;Durchschnitt;Durchschnitt;1965.0;;2.0;1972.0;639;Durchschnitt;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;5;0.0;3;2017;1360;5;152081
1182;Durchschnitt;Durchschnitt;2004.0;;2.0;2004.0;829;Gut;0;;Guter Wohnraum;Gut;Upper East Side;6;0.0;1;2021;1167;6;236762
799;Gut;Durchschnitt;2002.0;;2.0;2002.0;644;Gut;0;;Rohbau;Gut;Upper East Side;6;2003.0;3;2021;1332;5;198442
140;Durchschnitt;Gut;1901.0;;2.0;2007.0;966;Sehr gut;0;;Rohbau;Durchschnitt;Lower East Side;7;2009.0;2;2018;2554;8;194056
1641;Durchschnitt;Durchschnitt;1964.0;;1.0;1964.0;1086;Sehr gut;1;Gut;Niedrige Qualität;Durchschnitt;Queensland Doors;5;2015.0;4;2018;1728;6;189797
233;Durchschnitt;Durchschnitt;1969.0;;1.0;1969.0;1055;Sehr gut;1;Durchschnitt;Freizeitraum;Durchschnitt;Lower East Side;5;0.0;2;2022;1560;5;117849
1279;Durchschnitt;Durchschnitt;1975.0;;2.0;1975.0;631;Durchschnitt;1;Durchschnitt;Kein Wohnraum;Durchschnitt;Queensland Doors;6;0.0;4;2020;1796;5;184230
1520;Gut;Durchschnitt;2015.0;;2.0;2015.0;342;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper East Side;8;2016.0;5;2019;1646;5;347962
2060;Durchschnitt;Durchschnitt;1965.0;;1.0;1965.0;937;Sehr gut;0;;Kein Wohnraum;Gut;Lower East Side;6;0.0;1;2018;1626;6;187364
745;Gut;Durchschnitt;2016.0;;3.0;2016.0;787;Sehr gut;1;Gut;Guter Wohnraum;Sehr gut;Heroes Park;9;2017.0;2;2021;2224;5;478999
1969;Durchschnitt;Durchschnitt;1978.0;;1.0;1978.0;893;Gut;0;;Kein Wohnraum;Durchschnitt;Lower East Side;5;0.0;1;2019;1073;5;151838
1849;Gut;Durchschnitt;2016.0;;3.0;2016.0;783;Sehr gut;0;;Rohbau;Gut;Upper East Side;8;0.0;1;2017;1830;5;258889
2638;Durchschnitt;Durchschnitt;1965.0;;2.0;1965.0;1145;Durchschnitt;0;;Kein Wohnraum;Durchschnitt;Queensland Doors;5;0.0;1;2020;950;5;171071
454;Durchschnitt;Durchschnitt;2010.0;;2.0;2010.0;759;Sehr gut;0;;Rohbau;Durchschnitt;Upper East Side;7;2011.0;5;2017;1349;5;209404
2473;Durchschnitt;Durchschnitt;1977.0;;1.0;1977.0;913;Sehr gut;0;;Mittlerer Wohnraum;Durchschnitt;Upper East Side;5;2012.0;4;2015;874;7;136822
766;Durchschnitt;Durchschnitt;1985.0;;2.0;1985.0;962;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;5;0.0;2;2018;1037;5;156948
2600;Durchschnitt;Durchschnitt;1977.0;;1.0;1977.0;748;Gut;0;;Guter Wohnraum;Durchschnitt;Queensland Doors;5;0.0;1;2015;898;6;151424
383;Durchschnitt;Durchschnitt;1963.0;;1.0;2000.0;1024;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Lower East Side;6;2000.0;4;2023;1074;7;213895
1947;Durchschnitt;Gut;1998.0;;2.0;1998.0;1845;Gut;1;Durchschnitt;Rohbau;Durchschnitt;Upper East Side;7;2003.0;5;2020;2093;6;282925
309;Durchschnitt;Durchschnitt;1990.0;;2.0;1990.0;720;Durchschnitt;1;Schlecht;Guter Wohnraum;Durchschnitt;Lower East Side;6;0.0;3;2021;1034;5;205148
2285;Durchschnitt;Durchschnitt;1980.0;;1.0;1980.0;733;Sehr gut;1;Durchschnitt;Kein Wohnraum;Durchschnitt;Lower East Side;5;0.0;1;2020;1211;5;176334
2636;Schlecht;Sehr Schlecht;1963.0;;2.0;1963.0;1309;Sehr schlecht;0;;;Schlecht;Lower East Side;1;0.0;1;2019;733;5;16575
625;Durchschnitt;Gut;1998.0;;2.0;1998.0;1216;Gut;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Upper East Side;6;0.0;4;2021;1982;6;284662
1797;Durchschnitt;Durchschnitt;1956.0;;1.0;1956.0;665;Gut;0;;Rohbau;Gut;Lower East Side;7;1961.0;5;2019;1668;7;136654
974;Gut;Durchschnitt;2011.0;;2.0;2011.0;805;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;7;0.0;2;2019;1652;5;262553
187;Durchschnitt;Durchschnitt;1967.0;;1.0;1967.0;858;Durchschnitt;1;Durchschnitt;Freizeitraum;Gut;Lower East Side;5;0.0;4;2019;1509;6;202324
2115;Durchschnitt;Durchschnitt;1977.0;;2.0;1977.0;813;Gut;0;;Guter Wohnraum;Gut;Upper East Side;6;2011.0;4;2019;1632;8;218900
2580;Durchschnitt;Sehr Schlecht;1998.0;;2.0;1998.0;687;Gut;0;;Rohbau;Durchschnitt;Upper East Side;5;1999.0;1;2023;2432;2;235358
1273;Gut;Durchschnitt;2012.0;;2.0;2012.0;631;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;7;0.0;1;2018;1929;5;274963
122;Durchschnitt;Durchschnitt;1964.0;;1.0;1964.0;1215;Gut;0;;Freizeitraum;Durchschnitt;Queensland Doors;5;0.0;5;2015;1056;6;135200
2417;Schlecht;Durchschnitt;1921.0;;1.0;1971.0;903;Durchschnitt;1;Gut;Rohbau;Durchschnitt;Lower East Side;7;1961.0;3;2018;1889;4;148431
1480;Durchschnitt;Durchschnitt;1985.0;;2.0;1985.0;823;Durchschnitt;0;;Rohbau;Durchschnitt;Upper East Side;5;0.0;5;2020;1656;5;177650
564;Gut;Durchschnitt;2020.0;;2.0;2020.0;987;Sehr gut;1;Gut;Rohbau;Gut;Upper West Side;6;0.0;1;2022;1396;5;193570
432;Durchschnitt;Durchschnitt;1948.0;;1.0;1948.0;543;Sehr gut;0;;Rohbau;Gut;Lower East Side;4;2008.0;4;2022;1573;7;151440
860;Durchschnitt;Durchschnitt;1928.0;;1.0;1933.0;608;Durchschnitt;0;;Rohbau;Schlecht;Upper East Side;6;1963.0;3;2023;1647;4;189471
479;Gut;Durchschnitt;2014.0;;2.0;2014.0;1968;Sehr gut;1;Gut;Rohbau;Durchschnitt;Upper East Side;5;0.0;4;2015;1838;5;207818
456;Durchschnitt;Schlecht;1911.0;;2.0;1961.0;818;Durchschnitt;0;;Rohbau;Durchschnitt;Lower East Side;5;2017.0;4;2019;1627;5;176512
817;Durchschnitt;Durchschnitt;2012.0;;2.0;2012.0;2217;Sehr gut;1;Durchschnitt;Rohbau;Durchschnitt;Upper East Side;6;0.0;3;2022;1675;5;206095
1213;Durchschnitt;Gut;1989.0;;2.0;1989.0;920;Sehr gut;1;Durchschnitt;Mittlerer Wohnraum;Gut;Upper East Side;5;0.0;4;2022;1868;7;224883
1775;Durchschnitt;Durchschnitt;1963.0;;2.0;2009.0;860;Durchschnitt;0;;Kein Wohnraum;Gut;Lower East Side;4;2008.0;2;2023;1067;7;189471
1072;Gut;Durchschnitt;1998.0;;2.0;1998.0;1086;Sehr gut;1;Durchschnitt;Mittlerer Wohnraum;Sehr gut;Upper East Side;6;0.0;5;2015;2559;4;226054
769;Gut;Durchschnitt;2021.0;;3.0;2021.0;923;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;8;0.0;2;2022;1254;5;252552
2341;Gut;Durchschnitt;2012.0;;2.0;2012.0;780;Sehr gut;0;;Guter Wohnraum;Gut;Queensland Doors;6;0.0;5;2016;1419;5;213724
2056;Durchschnitt;Durchschnitt;1981.0;;2.0;1981.0;1049;Sehr gut;0;;Freizeitraum;Durchschnitt;Upper East Side;6;0.0;5;2022;1556;6;175352
1293;Durchschnitt;Durchschnitt;1967.0;;0.0;;490;Sehr gut;0;;Rohbau;Durchschnitt;Lower East Side;4;0.0;1;2018;882;6;125558
1389;Durchschnitt;Durchschnitt;1978.0;;2.0;1978.0;1030;Sehr gut;1;Gut;Niedrige Qualität;Durchschnitt;Upper East Side;6;0.0;3;2020;1643;6;256606
172;Durchschnitt;Durchschnitt;1971.0;;1.0;2020.0;811;Sehr gut;0;;Freizeitraum;Durchschnitt;Queensland Doors;6;0.0;1;2021;864;6;174492
713;Durchschnitt;Gut;2006.0;;1.0;2006.0;688;Sehr gut;0;;Freizeitraum;Durchschnitt;Upper East Side;6;2009.0;4;2022;1091;5;149447
607;Durchschnitt;Schlecht;1928.0;;2.0;1928.0;722;Sehr gut;1;Durchschnitt;Rohbau;Durchschnitt;Lower East Side;4;1963.0;2;2023;1962;5;221296
1514;Durchschnitt;Durchschnitt;1935.0;;2.0;1983.0;944;Sehr gut;0;;Freizeitraum;Durchschnitt;Lower East Side;6;2007.0;4;2023;1470;7;208344
1109;Durchschnitt;Durchschnitt;1969.0;;2.0;1969.0;1791;Sehr gut;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Upper East Side;5;2005.0;4;2015;1224;7;141689
2178;Gut;Durchschnitt;2013.0;;2.0;2013.0;716;Sehr gut;1;Gut;Rohbau;Gut;Upper East Side;7;2014.0;5;2019;1720;5;237879
433;Gut;Durchschnitt;2011.0;;2.0;2011.0;260;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;7;0.0;3;2015;1511;5;267144
825;Gut;Durchschnitt;2005.0;;2.0;2005.0;891;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;7;0.0;5;2019;1626;5;286594
2027;Durchschnitt;Durchschnitt;1978.0;;2.0;1978.0;1052;Schlecht;0;;Mittlerer Wohnraum;Durchschnitt;Upper East Side;6;0.0;3;2017;1295;5;191856
1090;Durchschnitt;Schlecht;1973.0;;2.0;1973.0;1949;Durchschnitt;1;Durchschnitt;;Durchschnitt;Upper East Side;5;2019.0;4;2022;1771;4;130944
859;Gut;Durchschnitt;2010.0;;2.0;2010.0;360;Sehr gut;1;Durchschnitt;Guter Wohnraum;Sehr gut;Upper East Side;9;2011.0;1;2019;1557;5;385922
908;Gut;Durchschnitt;2013.0;;3.0;2013.0;1503;Sehr gut;1;Gut;Guter Wohnraum;Sehr gut;Heroes Park;9;2014.0;1;2015;1980;5;340704
1157;Durchschnitt;Durchschnitt;2012.0;;0.0;;720;Sehr gut;0;;Guter Wohnraum;Gut;Lower East Side;6;0.0;5;2016;914;5;131890
1661;Durchschnitt;Gut;1993.0;;2.0;1993.0;825;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Upper East Side;6;0.0;4;2017;1080;5;156761
566;Durchschnitt;Gut;2007.0;;4.0;2007.0;629;Gut;0;;Guter Wohnraum;Durchschnitt;Upper East Side;7;0.0;5;2016;1368;5;241845
587;Durchschnitt;Gut;1966.0;;1.0;1966.0;857;Sehr gut;0;;Kein Wohnraum;Durchschnitt;Queensland Doors;5;0.0;3;2018;1150;6;175198
2058;Gut;Durchschnitt;2003.0;;2.0;2003.0;966;Gut;0;;Guter Wohnraum;Gut;Upper East Side;7;2004.0;2;2022;1061;6;184460
1962;Durchschnitt;Durchschnitt;1952.0;;1.0;2001.0;1116;Sehr gut;0;;Mittlerer Wohnraum;Durchschnitt;Upper East Side;6;1997.0;1;2020;1750;7;210549
2398;Durchschnitt;Durchschnitt;1959.0;;2.0;1959.0;767;Schlecht;0;;;Durchschnitt;Queensland Doors;3;1960.0;4;2016;1040;4;98425
1050;Gut;Durchschnitt;2011.0;;3.0;2011.0;989;Sehr gut;1;Durchschnitt;Rohbau;Sehr gut;Upper West Side;9;0.0;5;2019;2172;5;368207
967;Durchschnitt;Durchschnitt;1962.0;;1.0;1962.0;1397;Schlecht;1;Durchschnitt;Kein Wohnraum;Schlecht;Upper East Side;5;2018.0;2;2022;1523;7;179906
1655;Durchschnitt;Schlecht;1987.0;;2.0;1987.0;563;Durchschnitt;1;Schlecht;Guter Wohnraum;Durchschnitt;Lower East Side;6;0.0;4;2018;1044;6;162423
181;Durchschnitt;Gut;1991.0;;2.0;1991.0;1530;Durchschnitt;1;Durchschnitt;Rohbau;Durchschnitt;Upper East Side;6;2010.0;3;2021;1586;5;247710
878;Gut;Durchschnitt;2006.0;;2.0;2006.0;837;Sehr gut;1;Durchschnitt;Mittlerer Wohnraum;Gut;Upper East Side;7;0.0;3;2022;1775;5;242532
1547;Durchschnitt;Durchschnitt;2008.0;;2.0;2008.0;752;Gut;1;Durchschnitt;Guter Wohnraum;Durchschnitt;Upper East Side;7;2009.0;4;2021;1628;5;258659
1045;Gut;Durchschnitt;2012.0;;2.0;2012.0;503;Sehr gut;1;Sehr gut;Guter Wohnraum;Sehr gut;Upper West Side;8;0.0;5;2021;1659;5;380462
2367;Durchschnitt;Schlecht;1972.0;;1.0;1972.0;706;Gut;0;;Freizeitraum;Durchschnitt;Lower East Side;4;0.0;1;2018;1029;5;144173
1607;Durchschnitt;Durchschnitt;1934.0;;2.0;2005.0;1032;Schlecht;1;Gut;Rohbau;Durchschnitt;Upper East Side;6;2006.0;2;2020;2555;7;251342
2007;Gut;Durchschnitt;2009.0;;1.0;2009.0;870;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;7;0.0;5;2018;1502;5;401495
1761;Durchschnitt;Durchschnitt;1963.0;;1.0;1963.0;1037;Sehr gut;0;;Freizeitraum;Gut;Queensland Doors;5;0.0;4;2019;882;6;146777
565;Gut;Gut;2005.0;;2.0;2005.0;685;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;6;0.0;3;2022;1730;6;195277
2525;Durchschnitt;Durchschnitt;2011.0;;2.0;2011.0;786;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;6;0.0;5;2023;1682;5;296788
502;Durchschnitt;Gut;1950.0;;1.0;1950.0;549;Sehr gut;0;;Freizeitraum;Durchschnitt;Lower East Side;5;2009.0;5;2018;1274;7;164248
1819;Durchschnitt;Durchschnitt;1964.0;;1.0;1964.0;942;Gut;0;;Rohbau;Gut;Lower East Side;5;2008.0;1;2015;1057;8;148179
1235;Durchschnitt;Schlecht;1930.0;;2.0;1956.0;1503;Schlecht;1;Gut;Kein Wohnraum;Durchschnitt;Lower East Side;5;2006.0;5;2017;2654;4;184837
574;Durchschnitt;Durchschnitt;1920.0;;2.0;1930.0;410;Sehr gut;0;;Kein Wohnraum;Durchschnitt;Lower East Side;5;1960.0;4;2017;1232;7;133363
83;Durchschnitt;Durchschnitt;1946.0;;1.0;1946.0;559;Gut;0;;Rohbau;Durchschnitt;Lower East Side;5;1960.0;3;2016;1344;4;129359
242;Gut;Durchschnitt;2014.0;;2.0;2014.0;696;Sehr gut;0;;Rohbau;Gut;Upper East Side;7;0.0;2;2015;1686;5;199014
1579;Gut;Durchschnitt;2009.0;;2.0;2009.0;955;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;7;0.0;1;2022;1661;6;241393
13;Durchschnitt;Durchschnitt;1922.0;;1.0;1922.0;431;Schlecht;0;;Rohbau;Durchschnitt;Lower East Side;5;2015.0;3;2020;1360;5;146068
378;Durchschnitt;Gut;1906.0;;0.0;;970;Sehr gut;0;;Rohbau;Gut;Lower East Side;5;2010.0;3;2018;1534;9;180064
994;Durchschnitt;Durchschnitt;1966.0;;1.0;1966.0;892;Sehr gut;1;Durchschnitt;Kein Wohnraum;Durchschnitt;Queensland Doors;5;0.0;1;2016;1370;6;166479
14;Gut;Durchschnitt;2011.0;;2.0;2011.0;840;Sehr gut;0;;Rohbau;Gut;Upper West Side;7;2012.0;5;2020;1479;5;251342
1539;Durchschnitt;Durchschnitt;1983.0;;0.0;;129;Sehr gut;0;;Guter Wohnraum;Durchschnitt;Lower East Side;4;0.0;4;2023;1092;7;112498
670;Durchschnitt;Gut;1933.0;;1.0;1933.0;1117;Gut;1;Gut;Rohbau;Durchschnitt;Queensland Doors;4;2020.0;2;2022;1738;4;119444
2071;Durchschnitt;Durchschnitt;1980.0;Familienverkauf;2.0;1980.0;988;Schlecht;1;Durchschnitt;Freizeitraum;Durchschnitt;Upper East Side;6;0.0;5;2020;1740;5;197389
1215;Gut;Durchschnitt;2016.0;;2.0;2016.0;1261;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper West Side;8;0.0;5;2017;2234;5;516994
259;Durchschnitt;Durchschnitt;1982.0;;1.0;1990.0;651;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;4;0.0;5;2018;858;6;133831
1596;Gut;Durchschnitt;2013.0;;2.0;2013.0;438;Sehr gut;1;Gut;Guter Wohnraum;Sehr gut;Upper West Side;8;2014.0;3;2020;1593;5;376356
26;Durchschnitt;Gut;1959.0;;2.0;2013.0;724;Sehr gut;1;Sehr schlecht;Rohbau;Durchschnitt;Queensland Doors;5;2016.0;5;2017;924;7;143775
1642;Durchschnitt;Durchschnitt;1977.0;;1.0;1977.0;877;Durchschnitt;0;;Freizeitraum;Durchschnitt;Lower East Side;5;0.0;5;2019;1092;5;155634
624;Durchschnitt;Durchschnitt;1935.0;;2.0;1934.0;1172;Gut;1;Gut;Rohbau;Gut;Lower East Side;6;2012.0;5;2020;1848;7;272397
1019;Durchschnitt;Durchschnitt;1981.0;;0.0;;965;Durchschnitt;0;;Rohbau;Durchschnitt;Lower East Side;4;0.0;2;2023;1768;5;202053
2395;Durchschnitt;Durchschnitt;2011.0;;2.0;2011.0;1089;Sehr gut;0;;Rohbau;Gut;Upper West Side;7;0.0;2;2023;1661;5;332906
473;Durchschnitt;Durchschnitt;1951.0;;1.0;1951.0;519;Gut;0;;Rohbau;Durchschnitt;Lower East Side;5;2009.0;2;2022;886;8;103958
546;Durchschnitt;Durchschnitt;1971.0;;3.0;1981.0;1025;Durchschnitt;0;;Rohbau;Durchschnitt;Queensland Doors;5;0.0;2;2022;1776;5;125251
1912;Gut;Durchschnitt;1998.0;;2.0;1998.0;366;Gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;7;0.0;4;2020;1501;6;317797
893;Durchschnitt;Gut;1990.0;;2.0;1990.0;814;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;5;0.0;5;2021;1110;6;226498
304;Durchschnitt;Durchschnitt;1994.0;;2.0;1994.0;991;Sehr gut;1;Durchschnitt;Kein Wohnraum;Durchschnitt;Upper East Side;6;0.0;4;2017;1522;5;212914
49;Durchschnitt;Durchschnitt;1964.0;;2.0;1964.0;931;Sehr gut;2;Gut;Freizeitraum;Durchschnitt;Lower East Side;6;0.0;1;2019;1094;5;196124
946;Durchschnitt;Durchschnitt;1976.0;;1.0;1976.0;700;Durchschnitt;1;Sehr schlecht;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;5;0.0;3;2015;900;5;133036
2252;Durchschnitt;Durchschnitt;1962.0;;1.0;1962.0;854;Durchschnitt;0;;Niedrige Qualität;Durchschnitt;Lower East Side;6;0.0;4;2015;1609;5;162131
312;Durchschnitt;Durchschnitt;1987.0;;2.0;1987.0;934;Durchschnitt;1;Gut;Mittlerer Wohnraum;Durchschnitt;Upper East Side;7;0.0;3;2019;1964;6;259390
2304;Durchschnitt;Durchschnitt;1976.0;;2.0;1998.0;994;Durchschnitt;0;;Rohbau;Durchschnitt;Queensland Doors;5;0.0;3;2019;1728;5;183471
2647;Gut;Durchschnitt;2016.0;;2.0;2016.0;392;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;6;2017.0;3;2022;848;5;163964
77;Durchschnitt;Durchschnitt;1921.0;;1.0;1921.0;462;Durchschnitt;0;;Rohbau;Durchschnitt;Lower East Side;4;2011.0;1;2019;1049;7;102364
886;Gut;Durchschnitt;1946.0;;1.0;1946.0;1030;Gut;1;Gut;Freizeitraum;Gut;Upper East Side;7;1997.0;2;2016;2057;7;281216
1536;Durchschnitt;Durchschnitt;1915.0;;1.0;1940.0;679;Gut;0;;Rohbau;Durchschnitt;Lower East Side;3;1960.0;1;2016;1376;5;108999
2084;Durchschnitt;Durchschnitt;1972.0;;2.0;1972.0;664;Gut;0;;Niedrige Qualität;Durchschnitt;Queensland Doors;7;0.0;5;2016;1045;6;134983
2534;Durchschnitt;Durchschnitt;1976.0;;1.0;1976.0;875;Durchschnitt;0;;Kein Wohnraum;Durchschnitt;Queensland Doors;5;0.0;3;2016;1051;5;139933
2602;Durchschnitt;Durchschnitt;1980.0;;2.0;1980.0;887;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;4;0.0;2;2016;960;5;145107
723;Durchschnitt;Gut;1987.0;;1.0;1998.0;704;Durchschnitt;1;Schlecht;Kein Wohnraum;Durchschnitt;Lower East Side;6;0.0;4;2018;1113;7;180064
968;Gut;Durchschnitt;1998.0;;2.0;1998.0;2351;Sehr gut;2;Gut;Guter Wohnraum;Gut;Upper East Side;7;1999.0;1;2015;2519;5;362336
2476;Durchschnitt;Durchschnitt;1976.0;;1.0;1976.0;1045;Durchschnitt;0;;Freizeitraum;Durchschnitt;Lower East Side;5;0.0;4;2017;1040;4;143892
2049;Durchschnitt;Durchschnitt;1971.0;;1.0;1971.0;712;Gut;0;;Kein Wohnraum;Gut;Queensland Doors;5;0.0;5;2020;1256;6;209233
198;Gut;Durchschnitt;2003.0;;3.0;2003.0;1124;Sehr gut;1;Durchschnitt;Niedrige Qualität;Gut;Upper West Side;8;0.0;5;2016;2799;5;354332
2448;Durchschnitt;Durchschnitt;1986.0;;1.0;1986.0;163;Sehr gut;0;;Rohbau;Durchschnitt;Lower East Side;4;0.0;5;2017;1092;3;87961
362;Durchschnitt;Gut;1951.0;;2.0;1951.0;965;Sehr gut;0;;Rohbau;Gut;Lower East Side;5;2018.0;1;2021;1352;7;203916
314;Durchschnitt;Durchschnitt;1972.0;;2.0;2000.0;662;Gut;1;Sehr schlecht;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;4;0.0;1;2021;894;7;193652
1422;Durchschnitt;Durchschnitt;2006.0;;2.0;2006.0;602;Sehr gut;0;;Freizeitraum;Durchschnitt;Upper East Side;6;2007.0;1;2017;936;5;163780
1597;Gut;Durchschnitt;2012.0;;3.0;2012.0;909;Sehr gut;1;Durchschnitt;Mittlerer Wohnraum;Gut;Upper East Side;8;2013.0;5;2021;2052;5;343510
1557;Durchschnitt;Durchschnitt;1935.0;;0.0;;855;Schlecht;0;;Rohbau;Durchschnitt;Lower East Side;6;1961.0;4;2019;1096;5;99960
1484;Gut;Durchschnitt;2017.0;;2.0;2017.0;834;Gut;1;Gut;Guter Wohnraum;Gut;Upper West Side;6;0.0;1;2018;1314;5;214656
1554;Gut;Durchschnitt;2014.0;;3.0;2014.0;916;Gut;1;Gut;Rohbau;Sehr gut;Heroes Park;8;0.0;2;2015;2098;5;297980
2593;Durchschnitt;Durchschnitt;1934.0;;1.0;2005.0;690;Gut;0;;Kein Wohnraum;Durchschnitt;Lower East Side;6;1960.0;4;2016;1032;5;121485
91;Durchschnitt;Durchschnitt;1931.0;;2.0;1941.0;860;Durchschnitt;0;;Freizeitraum;Durchschnitt;Lower East Side;5;1971.0;3;2019;2350;5;164491
1646;Gut;Durchschnitt;1997.0;;2.0;1997.0;359;Sehr gut;2;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;7;0.0;2;2017;1501;6;285445
2428;Durchschnitt;Durchschnitt;1986.0;;2.0;1986.0;863;Sehr gut;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Heroes Park;6;0.0;3;2017;1262;8;212329
1976;Durchschnitt;Durchschnitt;2016.0;;2.0;2016.0;1225;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;5;0.0;2;2020;1114;5;209233
1598;Gut;Durchschnitt;2011.0;;2.0;2011.0;1501;Gut;0;;Rohbau;Durchschnitt;Upper West Side;7;0.0;2;2023;1839;5;327133
1856;Durchschnitt;Durchschnitt;1991.0;;2.0;1991.0;1184;Durchschnitt;1;Durchschnitt;Rohbau;Gut;Upper East Side;7;0.0;1;2022;2050;6;175352
1278;Durchschnitt;Durchschnitt;1983.0;;2.0;1983.0;1009;Sehr gut;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;6;0.0;1;2023;1004;7;220556
1586;Sehr gut;Durchschnitt;2016.0;;2.0;2016.0;657;Sehr gut;1;Gut;Guter Wohnraum;Sehr gut;Heroes Park;9;0.0;1;2018;1561;5;337621
476;Durchschnitt;Durchschnitt;1951.0;;0.0;;368;Schlecht;0;;Rohbau;Schlecht;Lower East Side;4;1960.0;3;2016;693;4;59055
2133;Durchschnitt;Durchschnitt;1975.0;;1.0;1975.0;1036;Durchschnitt;1;Sehr schlecht;Niedrige Qualität;Durchschnitt;Lower East Side;5;0.0;3;2022;1092;5;158272
1022;Gut;Durchschnitt;2012.0;;2.0;2012.0;959;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;7;0.0;3;2022;1983;5;256196
1760;Sehr gut;Durchschnitt;2017.0;;3.0;2017.0;1224;Sehr gut;1;Gut;Rohbau;Sehr gut;Heroes Park;9;0.0;1;2018;2643;5;462328
2000;Durchschnitt;Durchschnitt;1959.0;;2.0;1959.0;640;Durchschnitt;0;;;Durchschnitt;Queensland Doors;5;0.0;1;2015;1040;7;118435
2499;Schlecht;Durchschnitt;1933.0;Familienverkauf;1.0;1933.0;482;Sehr gut;0;;Rohbau;Durchschnitt;Lower East Side;6;1963.0;3;2022;1480;6;135499
762;Durchschnitt;Durchschnitt;1961.0;;2.0;1961.0;1129;Durchschnitt;1;Gut;Mittlerer Wohnraum;Gut;Lower East Side;6;2012.0;4;2018;2158;7;295646
1791;Durchschnitt;Durchschnitt;1966.0;;1.0;1966.0;634;Durchschnitt;0;;Guter Wohnraum;Durchschnitt;Queensland Doors;5;0.0;4;2015;816;7;140499
2644;Durchschnitt;Durchschnitt;1974.0;;1.0;1974.0;681;Sehr gut;0;;Rohbau;Durchschnitt;Queensland Doors;5;0.0;1;2019;1117;5;173184
535;Schlecht;Durchschnitt;1965.0;;2.0;1986.0;533;Durchschnitt;0;;Rohbau;Durchschnitt;Lower East Side;4;0.0;2;2021;936;4;127276
736;Durchschnitt;Durchschnitt;1921.0;;2.0;1911.0;646;Sehr gut;1;Gut;Freizeitraum;Durchschnitt;Lower East Side;6;2009.0;1;2018;2291;6;162909
2392;Durchschnitt;Durchschnitt;1971.0;;1.0;1971.0;625;Gut;0;;Kein Wohnraum;Durchschnitt;Queensland Doors;5;0.0;1;2015;864;6;113568
2546;Durchschnitt;Durchschnitt;1971.0;;0.0;;711;Sehr gut;0;;Rohbau;Durchschnitt;Queensland Doors;5;0.0;2;2017;1800;4;164950
1613;Gut;Durchschnitt;2019.0;;2.0;2019.0;990;Sehr gut;0;;Rohbau;Gut;Upper West Side;8;0.0;5;2020;1234;5;236736
1815;Gut;Durchschnitt;2017.0;;3.0;2017.0;256;Sehr gut;1;Durchschnitt;Rohbau;Gut;Upper East Side;7;2018.0;1;2022;3005;5;319675
1785;Gut;Durchschnitt;2012.0;;3.0;2012.0;1057;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper West Side;8;2020.0;5;2023;2270;7;429270
2348;Durchschnitt;Durchschnitt;1956.0;;0.0;;557;Gut;0;;;Durchschnitt;Lower East Side;4;1959.0;3;2015;912;5;87068
1428;Durchschnitt;Durchschnitt;2004.0;;2.0;2004.0;1168;Gut;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Upper East Side;6;2005.0;1;2015;1498;5;202800
